metricId,category,unit,persona,surface,location,extracted,canonical,deltaAbs,deltaRel,toleranceAbs,toleranceRel,severity,triageCode,triage
stress-base-net-income,stress,usd,riverside,artifacts/api-server/src/lib/packets/build-packet-data.ts,buildStressTests — Stress tests table base row,—,"[2297687.874852116,3142395.4548521163,4070770.2178521166,5024411.5137821175,6040104.013839216]",—,—,1,0.001,skipped-structural,acceptable-variance-annotated-in-registry,PacketSection rows are pre-formatted strings (via FigureScribe formatters). Underlying number flows from the same consultant-engine field the canonical resolver reads; covered by build-packet-data tests + canonical-engine-enforcement test. The corresponding consultant-engine field IS diffed via the SUPPLEMENTAL_READERS canonical re-flow section.
stress-scenario-dscr,stress,ratio,riverside,artifacts/api-server/src/lib/packets/build-packet-data.ts,buildStressTests — DSCR cells in per-scenario rows,—,"[{""name"":""Enrollment -10%"",""dscr"":[19.53,26.33,34.07,41.76,49.95]},{""name"":""Enrollment -20%"",""dscr"":[16.76,22.62,29.61,36.25,43.64]},{""name"":""Public Funding Delayed 3 Months (public sources only)"",""dscr"":[18.36,29.74,38.23,46.96,56.25]},{""name"":""Rent Shock +25%"",""dscr"":[21.93,29.66,38.15,46.87,56.15]},{""name"":""Founder Comp Normalized to Market"",""dscr"":[21.01,28.71,36.54,45.21,54.44]}]",—,—,0.01,—,skipped-structural,acceptable-variance-annotated-in-registry,PacketSection rows are pre-formatted strings (via FigureScribe formatters). Underlying number flows from the same consultant-engine field the canonical resolver reads; covered by build-packet-data tests + canonical-engine-enforcement test. The corresponding consultant-engine field IS diffed via the SUPPLEMENTAL_READERS canonical re-flow section.
stress-scenario-dscr,stress,ratio,riverside,artifacts/school-financial-model/src/components/consultant/ConsultantAnalysisView.tsx,Stress tests Min-DSCR column + custom stress test form result,—,"[{""name"":""Enrollment -10%"",""dscr"":[19.53,26.33,34.07,41.76,49.95]},{""name"":""Enrollment -20%"",""dscr"":[16.76,22.62,29.61,36.25,43.64]},{""name"":""Public Funding Delayed 3 Months (public sources only)"",""dscr"":[18.36,29.74,38.23,46.96,56.25]},{""name"":""Rent Shock +25%"",""dscr"":[21.93,29.66,38.15,46.87,56.15]},{""name"":""Founder Comp Normalized to Market"",""dscr"":[21.01,28.71,36.54,45.21,54.44]}]",—,—,0.01,—,skipped-structural,acceptable-variance-annotated-in-registry,React component reads `consultant.*` props directly — same canonical source as the resolver. No engine logic in the renderer; visual layer covered by wizard-preview-matches-pdf and the component-state extractor.
stress-scenario-ending-cash,stress,usd,riverside,artifacts/api-server/src/lib/packets/build-packet-data.ts,buildStressTests — Min-cash cells in per-scenario rows,—,"[{""name"":""Enrollment -10%"",""endingCash"":[2145920.874852116,4914994.069704233,8530785.74715635,12986632.137576466,18337830.499312323]},{""name"":""Enrollment -20%"",""endingCash"":[1843517.8748521165,4207713.729704233,7336025.134356351,11189829.617042467,15852122.326674964]},{""name"":""Public Funding Delayed 3 Months (public sources only)"",""endingCash"":[2017687.8748521165,5160083.3297042325,9230853.547556348,14255265.061338466,20295369.07517768]},{""name"":""Rent Shock +25%"",""endingCash"":[2408687.874852116,5541813.3297042325,9603035.44755635,14617612.418338468,20647586.852887683]},{""name"":""Founder Comp Normalized to Market"",""endingCash"":[2417687.874852116,5560083.3297042325,9630853.547556348,14655265.061338466,20695369.07517768]}]",—,—,1,0.001,skipped-structural,acceptable-variance-annotated-in-registry,PacketSection rows are pre-formatted strings (via FigureScribe formatters). Underlying number flows from the same consultant-engine field the canonical resolver reads; covered by build-packet-data tests + canonical-engine-enforcement test. The corresponding consultant-engine field IS diffed via the SUPPLEMENTAL_READERS canonical re-flow section.
stress-scenario-ending-cash,stress,usd,riverside,artifacts/school-financial-model/src/components/consultant/ConsultantAnalysisView.tsx,Stress tests Min-cash column + custom stress test form result,—,"[{""name"":""Enrollment -10%"",""endingCash"":[2145920.874852116,4914994.069704233,8530785.74715635,12986632.137576466,18337830.499312323]},{""name"":""Enrollment -20%"",""endingCash"":[1843517.8748521165,4207713.729704233,7336025.134356351,11189829.617042467,15852122.326674964]},{""name"":""Public Funding Delayed 3 Months (public sources only)"",""endingCash"":[2017687.8748521165,5160083.3297042325,9230853.547556348,14255265.061338466,20295369.07517768]},{""name"":""Rent Shock +25%"",""endingCash"":[2408687.874852116,5541813.3297042325,9603035.44755635,14617612.418338468,20647586.852887683]},{""name"":""Founder Comp Normalized to Market"",""endingCash"":[2417687.874852116,5560083.3297042325,9630853.547556348,14655265.061338466,20695369.07517768]}]",—,—,1,0.001,skipped-structural,acceptable-variance-annotated-in-registry,React component reads `consultant.*` props directly — same canonical source as the resolver. No engine logic in the renderer; visual layer covered by wizard-preview-matches-pdf and the component-state extractor.
stress-scenario-net-income,stress,usd,riverside,artifacts/api-server/src/lib/packets/build-packet-data.ts,buildStressTests — Y5 net income cells; powers the 'N of M negative Y5' headline,—,"[{""name"":""Enrollment -10%"",""netIncome"":[2025920.8748521165,2769073.1948521165,3615791.6774521167,4455846.3904201165,5351198.361735857]},{""name"":""Enrollment -20%"",""netIncome"":[1723517.8748521165,2364195.8548521167,3128311.4046521178,3853804.4826861173,4662292.709632496]},{""name"":""Public Funding Delayed 3 Months (public sources only)"",""netIncome"":[1897687.8748521165,3142395.4548521163,4070770.2178521166,5024411.5137821175,6040104.013839216]},{""name"":""Rent Shock +25%"",""netIncome"":[2288687.874852116,3133125.4548521163,4061222.117852117,5014576.970782118,6029974.434549216]},{""name"":""Founder Comp Normalized to Market"",""netIncome"":[2187485.374852116,3029405.479852116,3885093.2668521167,4833578.382282117,5842936.183339216]}]",—,—,1,0.001,skipped-structural,acceptable-variance-annotated-in-registry,PacketSection rows are pre-formatted strings (via FigureScribe formatters). Underlying number flows from the same consultant-engine field the canonical resolver reads; covered by build-packet-data tests + canonical-engine-enforcement test. The corresponding consultant-engine field IS diffed via the SUPPLEMENTAL_READERS canonical re-flow section.
stress-scenario-net-income,stress,usd,riverside,narrative-bundle.negativeY5StressScenarios (count proxy),narrativeBundle.negativeY5StressScenarios.length (drives lender closing paragraph),—,"[{""name"":""Enrollment -10%"",""netIncome"":[2025920.8748521165,2769073.1948521165,3615791.6774521167,4455846.3904201165,5351198.361735857]}, {""name"":""Enrollment -20%"",""netIncome"":[1723517.8748521165,2364195.8548521167,3128311.4046521178,3853804.4826861173,4662292.709632496]}, {""name"":""Public Funding Delayed 3 Months (public sources only)"",""netIncome"":[1897687.8748521165,3142395.4548521163,4070770.2178521166,5024411.5137821175,6040104.013839216]}, {""name"":""Rent Shock +25%"",""netIncome"":[2288687.874852116,3133125.4548521163,4061222.117852117,5014576.970782118,6029974.434549216]}, {""name"":""Founder Comp Normalized to Market"",""netIncome"":[2187485.374852116,3029405.479852116,3885093.2668521167,4833578.382282117,5842936.183339216]}]",—,—,1,0.001,skipped-structural,acceptable-variance-annotated-in-registry,"Surface only exposes count + names of failing scenarios, not the per-scenario netIncome series (canonical is `co.lenderStressTests.scenarios[*].netIncome`). The count is diffed by the `stress-negative-y5-scenarios` row; per-scenario netIncome is covered by lender-stress-section-snapshot."
stress-worst-scenario,stress,text,riverside,narrative-bundle.worstStress.name,narrativeBundle.worstStress.name,"""Enrollment -20%""","""Enrollment -20%""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
stress-negative-y5-scenarios,stress,count,riverside,narrative-bundle.negativeY5StressScenarios.length,narrativeBundle.negativeY5StressScenarios.length,0,0,0,0.0000%,0,—,pass,in-tolerance,in tolerance
stress-negative-y5-scenarios,stress,count,riverside,artifacts/api-server/src/lib/packets/build-packet-data.ts,buildStressTests — 'N of M scenarios result in negative Y5 net income' headline,—,0,—,—,0,—,skipped-structural,acceptable-variance-annotated-in-registry,PacketSection rows are pre-formatted strings (via FigureScribe formatters). Underlying number flows from the same consultant-engine field the canonical resolver reads; covered by build-packet-data tests + canonical-engine-enforcement test. The corresponding consultant-engine field IS diffed via the SUPPLEMENTAL_READERS canonical re-flow section.
founder-comp-adjustment,founder_comp,usd,riverside,narrative-bundle.founderCompTotalDelta,narrativeBundle.founderCompTotalDelta,796870,796870,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
founder-comp-adjustment,founder_comp,usd,riverside,artifacts/school-financial-model/src/components/consultant/ConsultantAnalysisView.tsx,Founder comp normalization callout,—,796870,—,—,1,0.001,skipped-structural,acceptable-variance-annotated-in-registry,React component reads `consultant.*` props directly — same canonical source as the resolver. No engine logic in the renderer; visual layer covered by wizard-preview-matches-pdf and the component-state extractor.
lender-readiness-uncapped,rating,enum,riverside,lenderPacket.lenderReadiness.result.uncappedRating,lenderPacket.lenderReadiness.result.uncappedRating,"""Strong""","""Strong""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
lender-readiness-effective,rating,enum,riverside,lenderPacket.lenderReadiness.status,lenderPacket.lenderReadiness.status,"""Needs Work""","""Needs Work""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
lender-readiness-effective,rating,enum,riverside,lenderPacket.lenderReadiness.result.effectiveRating,lenderPacket.lenderReadiness.result.effectiveRating,"""Needs Work""","""Needs Work""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
lender-readiness-effective,rating,enum,riverside,artifacts/school-financial-model/src/components/export/LenderPacketPreview.tsx,NarrativeHeader readiness banner,—,"""Needs Work""",—,—,0,—,skipped-structural,acceptable-variance-annotated-in-registry,React preview renders `lenderPacket` props verbatim (same payload diffed at the typed-shape layer). Visual parity covered by wizard-preview-matches-pdf test.
lender-readiness-effective,rating,enum,riverside,artifacts/school-financial-model/src/components/consultant/ConsultantAnalysisView.tsx,Lender readiness card,—,"""Needs Work""",—,—,0,—,skipped-structural,acceptable-variance-annotated-in-registry,React component reads `consultant.*` props directly — same canonical source as the resolver. No engine logic in the renderer; visual layer covered by wizard-preview-matches-pdf and the component-state extractor.
lender-readiness-cap,rating,text,riverside,artifacts/school-financial-model/src/components/export/LenderPacketPreview.tsx,Cap callout (testid readiness-cap-callout-packet),—,0,—,—,0,—,skipped-structural,acceptable-variance-annotated-in-registry,React preview renders `lenderPacket` props verbatim (same payload diffed at the typed-shape layer). Visual parity covered by wizard-preview-matches-pdf test.
lender-readiness-cap,rating,text,riverside,artifacts/school-financial-model/src/components/consultant/ConsultantAnalysisView.tsx,Cap-preview CTA on consultant analysis view (#966),—,0,—,—,0,—,skipped-structural,acceptable-variance-annotated-in-registry,React component reads `consultant.*` props directly — same canonical source as the resolver. No engine logic in the renderer; visual layer covered by wizard-preview-matches-pdf and the component-state extractor.
lender-readiness-cap,rating,text,riverside,lenderPacket.lenderReadiness.result.cap.taggedFraction,lenderPacket.lenderReadiness.result.cap.taggedFraction,0,0,0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
biggest-strength,rating,text,riverside,artifacts/api-server/src/lib/packets/build-packet-data.ts,buildExecutiveSummary linkedMetrics — biggestStrength entry,—,"""Strong Year 5 net income""",—,—,0,—,skipped-structural,acceptable-variance-annotated-in-registry,PacketSection rows are pre-formatted strings (via FigureScribe formatters). Underlying number flows from the same consultant-engine field the canonical resolver reads; covered by build-packet-data tests + canonical-engine-enforcement test. The corresponding consultant-engine field IS diffed via the SUPPLEMENTAL_READERS canonical re-flow section.
biggest-strength,rating,text,riverside,narrative-bundle.biggestStrength,narrativeBundle.biggestStrength,"""Strong Year 5 net income""","""Strong Year 5 net income""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
biggest-risk,rating,text,riverside,artifacts/api-server/src/lib/packets/build-packet-data.ts,buildExecutiveSummary linkedMetrics — biggestRisk entry,—,"""No major red flags detected, so continue refining assumptions as you gather real data.""",—,—,0,—,skipped-structural,acceptable-variance-annotated-in-registry,PacketSection rows are pre-formatted strings (via FigureScribe formatters). Underlying number flows from the same consultant-engine field the canonical resolver reads; covered by build-packet-data tests + canonical-engine-enforcement test. The corresponding consultant-engine field IS diffed via the SUPPLEMENTAL_READERS canonical re-flow section.
biggest-risk,rating,text,riverside,narrative-bundle.biggestRisk,narrativeBundle.biggestRisk,"""No major red flags detected, so continue refining assumptions as you gather real data.""","""No major red flags detected, so continue refining assumptions as you gather real data.""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
assumption-registry,assumptions,text,riverside,artifacts/api-server/src/lib/packets/build-packet-data.ts,buildAppendixAssumptions,—,"[""benefits_rate"",""enrollment_y1"",""enrollment_y5"",""facility_rent_y1"",""founder_compensation_y1"",""general_cost_inflation"",""loan_debt_service_y1"",""loan_principal"",""loan_rate"",""loan_term_years"",""operating_expenses_y1"",""payroll_tax_rate"",""philanthropy_revenue_y1"",""public_funding_y1"",""retention_rate"",""staffing_salary_escalation"",""staffing_total_cost"",""starting_cash"",""tuition_collection_rate"",""tuition_escalation"",""tuition_per_student"",""year1_operating_months""]",—,—,0,—,skipped-structural,acceptable-variance-annotated-in-registry,PacketSection rows are pre-formatted strings (via FigureScribe formatters). Underlying number flows from the same consultant-engine field the canonical resolver reads; covered by build-packet-data tests + canonical-engine-enforcement test. The corresponding consultant-engine field IS diffed via the SUPPLEMENTAL_READERS canonical re-flow section.
assumption-registry,assumptions,text,riverside,artifacts/school-financial-model/src/components/wizard/AssumptionConfidenceCard.tsx,Per-assumption evidence-tagging card (drives cap denominator),—,"[""benefits_rate"",""enrollment_y1"",""enrollment_y5"",""facility_rent_y1"",""founder_compensation_y1"",""general_cost_inflation"",""loan_debt_service_y1"",""loan_principal"",""loan_rate"",""loan_term_years"",""operating_expenses_y1"",""payroll_tax_rate"",""philanthropy_revenue_y1"",""public_funding_y1"",""retention_rate"",""staffing_salary_escalation"",""staffing_total_cost"",""starting_cash"",""tuition_collection_rate"",""tuition_escalation"",""tuition_per_student"",""year1_operating_months""]",—,—,0,—,skipped-structural,acceptable-variance-annotated-in-registry,Wizard UI drives the persona-independent ASSUMPTION_REGISTRY (cap denominator). Per-persona numeric diff is not meaningful; the registry catalog is asserted by lender-readiness-cap tests.
assumption-registry,assumptions,text,riverside,artifacts/school-financial-model/src/components/wizard/AssumptionConfidenceRollupCard.tsx,Rollup card showing tagged / total count across the wizard,—,"[""benefits_rate"",""enrollment_y1"",""enrollment_y5"",""facility_rent_y1"",""founder_compensation_y1"",""general_cost_inflation"",""loan_debt_service_y1"",""loan_principal"",""loan_rate"",""loan_term_years"",""operating_expenses_y1"",""payroll_tax_rate"",""philanthropy_revenue_y1"",""public_funding_y1"",""retention_rate"",""staffing_salary_escalation"",""staffing_total_cost"",""starting_cash"",""tuition_collection_rate"",""tuition_escalation"",""tuition_per_student"",""year1_operating_months""]",—,—,0,—,skipped-structural,acceptable-variance-annotated-in-registry,Same as AssumptionConfidenceCard — rollup card over persona-independent catalog.
narrative-commentary-bundle,narrative,text,riverside,narrative-bundle (composite),buildLenderCommentary / buildBoardCommentary,—,"{""schoolName"":""Riverside Christian Academy"",""state"":""FL"",""schoolType"":""private school"",""schoolStage"":""operating school"",""lenderReadiness"":""Needs Work"",""lenderReadinessExplanation"":""Rating capped at Needs Work pending evidence tagging on 22 of 22 assumptions. Below 30% evidence tagging, lenders in Lending Lab Cycle 1 bounced 6 of 7 packets with a 'show your work' response before opening any underwriting conversation. The model has not demonstrated assumption rigor to a lender-credible threshold. This model demonstrates strong financial fundamentals: a clear path to net income, controlled costs, a sustainable revenue mix, and adequate debt coverage. Your projections are grounded and achievable."",""biggestStrength"":""Strong Year 5 net income"",""biggestRisk"":""No major red flags detected, so continue refining assumptions as you gather real data."",""enrollmentY1"":200,""enrollmentY5"":400,""retentionRatePct"":92,""maxCapacity"":400,""dscrY1Normalized"":21.01,""dscrY1Reported"":22.02,""dscrMinNormalized"":21.01,""dscrMinNormalizedYear"":1,""cashRunwayMonths"":17.540002915931296,""reserveMonthsLastYear"":82,""reserveLastYearNumber"":5,""troughEndingCash"":2296259.303423545,""troughYear"":1,""breakEvenYear"":1,""breakEvenStudentsY1"":78,""breakEvenUtilizationY1Pct"":19.5,""founderCompHasAdjustment"":true,""founderCompTotalDelta"":796870.388,""revenueQualityY1"":{""contractedPct"":16.525781910397296,""projectedPct"":10.566356720202874,""donorDependentPct"":5.283178360101437,""policyDependentPct"":67.6246830092984},""topRisks"":[{""title"":""Let's extend your cash runway"",""severity"":""critical"",""summary"":""Based on your projected revenue and expenses, cash currently lasts 17.5 months. Aiming for 18+ months gives you room to absorb late tuition payments or delayed public funding without scrambling."",""mitigant"":""Build a cash buffer through startup fundraising, a line of credit, or by reducing early expenses. Target at least 18 months of runway before opening.""}],""worstStress"":{""name"":""Enrollment -20%"",""minDscr"":16.76,""minEndingCash"":1843517.8748521165},""negativeY5StressScenarios"":[],""highPriorityActions"":[{""title"":""Address Cash Reserve Deficit from Prior Year"",""description"":""Last year ended with $120,000 in cash, only 0.7 months of expenses. Building reserves to 3+ months should be a priority. Consider a bridge line of credit while growing into net income.""}]}",—,—,0,—,skipped-structural,acceptable-variance-annotated-in-registry,"Composite bundle. Every scalar inside (dscrY1Normalized, troughEndingCash, breakEvenStudentsY1, retentionRatePct, …) is diffed individually by its own metric row above. The bundle itself is intentionally not scalar-compared."
narrative-commentary-bundle,narrative,text,riverside,artifacts/school-financial-model/src/components/export/LenderPacketPreview.tsx,CommentaryBlock lender,—,"{""schoolName"":""Riverside Christian Academy"",""state"":""FL"",""schoolType"":""private school"",""schoolStage"":""operating school"",""lenderReadiness"":""Needs Work"",""lenderReadinessExplanation"":""Rating capped at Needs Work pending evidence tagging on 22 of 22 assumptions. Below 30% evidence tagging, lenders in Lending Lab Cycle 1 bounced 6 of 7 packets with a 'show your work' response before opening any underwriting conversation. The model has not demonstrated assumption rigor to a lender-credible threshold. This model demonstrates strong financial fundamentals: a clear path to net income, controlled costs, a sustainable revenue mix, and adequate debt coverage. Your projections are grounded and achievable."",""biggestStrength"":""Strong Year 5 net income"",""biggestRisk"":""No major red flags detected, so continue refining assumptions as you gather real data."",""enrollmentY1"":200,""enrollmentY5"":400,""retentionRatePct"":92,""maxCapacity"":400,""dscrY1Normalized"":21.01,""dscrY1Reported"":22.02,""dscrMinNormalized"":21.01,""dscrMinNormalizedYear"":1,""cashRunwayMonths"":17.540002915931296,""reserveMonthsLastYear"":82,""reserveLastYearNumber"":5,""troughEndingCash"":2296259.303423545,""troughYear"":1,""breakEvenYear"":1,""breakEvenStudentsY1"":78,""breakEvenUtilizationY1Pct"":19.5,""founderCompHasAdjustment"":true,""founderCompTotalDelta"":796870.388,""revenueQualityY1"":{""contractedPct"":16.525781910397296,""projectedPct"":10.566356720202874,""donorDependentPct"":5.283178360101437,""policyDependentPct"":67.6246830092984},""topRisks"":[{""title"":""Let's extend your cash runway"",""severity"":""critical"",""summary"":""Based on your projected revenue and expenses, cash currently lasts 17.5 months. Aiming for 18+ months gives you room to absorb late tuition payments or delayed public funding without scrambling."",""mitigant"":""Build a cash buffer through startup fundraising, a line of credit, or by reducing early expenses. Target at least 18 months of runway before opening.""}],""worstStress"":{""name"":""Enrollment -20%"",""minDscr"":16.76,""minEndingCash"":1843517.8748521165},""negativeY5StressScenarios"":[],""highPriorityActions"":[{""title"":""Address Cash Reserve Deficit from Prior Year"",""description"":""Last year ended with $120,000 in cash, only 0.7 months of expenses. Building reserves to 3+ months should be a priority. Consider a bridge line of credit while growing into net income.""}]}",—,—,0,—,skipped-structural,acceptable-variance-annotated-in-registry,React preview renders `lenderPacket` props verbatim (same payload diffed at the typed-shape layer). Visual parity covered by wizard-preview-matches-pdf test.
narrative-commentary-bundle,narrative,text,riverside,artifacts/school-financial-model/src/components/export/BoardPacketPreview.tsx,CommentaryBlock board,—,"{""schoolName"":""Riverside Christian Academy"",""state"":""FL"",""schoolType"":""private school"",""schoolStage"":""operating school"",""lenderReadiness"":""Needs Work"",""lenderReadinessExplanation"":""Rating capped at Needs Work pending evidence tagging on 22 of 22 assumptions. Below 30% evidence tagging, lenders in Lending Lab Cycle 1 bounced 6 of 7 packets with a 'show your work' response before opening any underwriting conversation. The model has not demonstrated assumption rigor to a lender-credible threshold. This model demonstrates strong financial fundamentals: a clear path to net income, controlled costs, a sustainable revenue mix, and adequate debt coverage. Your projections are grounded and achievable."",""biggestStrength"":""Strong Year 5 net income"",""biggestRisk"":""No major red flags detected, so continue refining assumptions as you gather real data."",""enrollmentY1"":200,""enrollmentY5"":400,""retentionRatePct"":92,""maxCapacity"":400,""dscrY1Normalized"":21.01,""dscrY1Reported"":22.02,""dscrMinNormalized"":21.01,""dscrMinNormalizedYear"":1,""cashRunwayMonths"":17.540002915931296,""reserveMonthsLastYear"":82,""reserveLastYearNumber"":5,""troughEndingCash"":2296259.303423545,""troughYear"":1,""breakEvenYear"":1,""breakEvenStudentsY1"":78,""breakEvenUtilizationY1Pct"":19.5,""founderCompHasAdjustment"":true,""founderCompTotalDelta"":796870.388,""revenueQualityY1"":{""contractedPct"":16.525781910397296,""projectedPct"":10.566356720202874,""donorDependentPct"":5.283178360101437,""policyDependentPct"":67.6246830092984},""topRisks"":[{""title"":""Let's extend your cash runway"",""severity"":""critical"",""summary"":""Based on your projected revenue and expenses, cash currently lasts 17.5 months. Aiming for 18+ months gives you room to absorb late tuition payments or delayed public funding without scrambling."",""mitigant"":""Build a cash buffer through startup fundraising, a line of credit, or by reducing early expenses. Target at least 18 months of runway before opening.""}],""worstStress"":{""name"":""Enrollment -20%"",""minDscr"":16.76,""minEndingCash"":1843517.8748521165},""negativeY5StressScenarios"":[],""highPriorityActions"":[{""title"":""Address Cash Reserve Deficit from Prior Year"",""description"":""Last year ended with $120,000 in cash, only 0.7 months of expenses. Building reserves to 3+ months should be a priority. Consider a bridge line of credit while growing into net income.""}]}",—,—,0,—,skipped-structural,acceptable-variance-annotated-in-registry,React preview renders `boardPacket` props verbatim. Visual parity covered by test:board-pdf-text-snapshot + wizard-preview-matches-pdf.
revenue-total-year,revenue,usd,liberty,consultant.normalizedView.reported.revenue,normalizedView.reported.revenue[y],"[4875000, 8710800, 11633088, 14820187, 18125509]","[4875000, 8710800, 11633088, 14820187, 18125509]",0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
revenue-per-line-y1-value,revenue,usd,liberty,lender-packet.appendixAssumptions.revenueRows,(no dotted accessor — string-formatted in linkedAssumptions),—,"{""r1"":1640000,""r2"":1760000,""r3"":1900000,""r4"":240000,""r5"":250000,""r6"":60000}",—,—,1,0.001,skipped-structural,acceptable-variance-annotated-in-registry,"Mapping-hole: per-row USD map is computed and formatted inside packet builder, not exposed on typed shape. M5 should add a per-row accessor; covered today by build-packet-data tests."
revenue-quality-by-bucket,revenue,pct,liberty,consultant.revenueQuality[y].pctByBucket,revenueQuality[y].pctByBucket.{contracted|projected|donor_dependent|policy_dependent},1.00,1.00,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
revenue-composition,revenue,pct,liberty,consultant.revenueComposition[y],revenueComposition[0].{tuitionPct|publicPct|philanthropyPct},1.00,1.00,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
revenue-hard-coverage-y1,revenue,ratio,liberty,consultant.revenueQuality[0].hardRevenueCoverage,revenueQuality[0].hardRevenueCoverage,0.000,0.000,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance
cash-runway-months,cash,months,liberty,consultant.cashRunwayMonths,consultant.cashRunwayMonths,11.12,11.12,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
cash-runway-months,cash,months,liberty,narrative-bundle.cashRunwayMonths,narrativeBundle.cashRunwayMonths,11.12,11.12,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
cash-runway-months,cash,months,liberty,lender-packet.lenderCommentary.bundle.cashRunwayMonths,lenderPacket.lenderCommentary.bundle.cashRunwayMonths,11.12,11.12,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
cash-trough-ending-cash,cash,usd,liberty,narrative-bundle.troughEndingCash,narrativeBundle.troughEndingCash,2258592,2258592,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
cash-trough-ending-cash,cash,usd,liberty,lender-packet.lenderCommentary.bundle.troughEndingCash,lenderPacket.lenderCommentary.bundle.troughEndingCash,2258592,2258592,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
cash-monthly-low,cash,usd,liberty,lender-packet.sections.cash_flow,(scalar not exposed on typed packet — formatted into tables),—,"{""monthIndex"":0,""monthLabel"":""Jan"",""amount"":638612.0218439628,""isNegative"":false,""yearIndex"":0}",—,—,1,0.001,skipped-structural,acceptable-variance-annotated-in-registry,Mapping-hole: monthly cash scalar is rendered into PacketSection tables only. Existing cash-runway-pdf-parity test covers the PDF surface end-to-end.
reserve-months-last-year,cash,months,liberty,consultant.cumulativeFinancials[last].reserveMonths,cumulativeFinancials[length-1].reserveMonths,77.70,77.70,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
reserve-months-last-year,cash,months,liberty,narrative-bundle.reserveMonthsLastYear,narrativeBundle.reserveMonthsLastYear,77.70,77.70,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
dscr-year-series-normalized,debt,ratio,liberty,consultant.normalizedView.normalized.dscr,normalizedView.normalized.dscr[y],"[30.650, 69.430, 100.510, 138.590, 180.480]","[30.650, 69.430, 100.510, 138.590, 180.480]",0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance
dscr-year-series-reported,debt,ratio,liberty,consultant.normalizedView.reported.dscr,normalizedView.reported.dscr[y],"[30.840, 70.230, 101.320, 140.150, 182.090]","[30.840, 70.230, 101.320, 140.150, 182.090]",0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance
dscr-min-normalized,debt,ratio,liberty,narrative-bundle.dscrMinNormalized,narrativeBundle.dscrMinNormalized,30.650,30.650,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance
annual-debt-service,debt,usd,liberty,consultant.normalizedView.reported.loanDebtService,normalizedView.reported.loanDebtService[y],"[69457, 69457, 69457, 69457, 69457]","[69457, 69457, 69457, 69457, 69457]",0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
revenue-per-student,per_student,usd,liberty,consultant.keyMetrics[name~='Revenue per Student'],keyMetrics filter,"""$24,375""",24375,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
cost-per-student,per_student,usd,liberty,consultant.keyMetrics[name~='Cost per Student'],keyMetrics filter,"""$14,082""",14082,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
capacity-utilization-y1,capacity_breakeven,pct,liberty,consultant.keyMetrics[name~='Capacity Utilization'],keyMetrics filter,"""100.0%""",100.00,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
break-even-year,capacity_breakeven,year,liberty,narrative-bundle.breakEvenYear,narrativeBundle.breakEvenYear,1,1,0,0.0000%,0,—,pass,in-tolerance,in tolerance
break-even-students-y1,capacity_breakeven,count,liberty,consultant.lenderStressTests.base.breakEvenStudents[0],lenderStressTests.base.breakEvenStudents[0],93,93,0,0.0000%,0,—,pass,in-tolerance,in tolerance
break-even-students-y1,capacity_breakeven,count,liberty,narrative-bundle.breakEvenStudentsY1,narrativeBundle.breakEvenStudentsY1,93,93,0,0.0000%,0,—,pass,in-tolerance,in tolerance
stress-base-net-income,stress,usd,liberty,consultant.lenderStressTests.base.netIncome,lenderStressTests.base.netIncome[y],"[2072877, 4808465, 6968143, 9664873, 12577839]","[2072877, 4808465, 6968143, 9664873, 12577839]",0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
stress-scenario-dscr,stress,ratio,liberty,consultant.lenderStressTests.scenarios[*].dscr,"(array of {name, dscr[y]})",—,—,—,—,0.01,—,skipped-structural,acceptable-variance-annotated-in-registry,Composite array — canonical/source identity is `lenderStressTests.scenarios[*]`. Per-scenario diff covered by lender-stress-section-snapshot test. No drift expected (same array reference).
